G70001	Ἀαρών	aarōn	aaron	Aaron
G73473	ὀδυρμός	odyrmos	oðiyrmos	deep sorrow
G73474	Ὀζίας	ozias	oziyas	Uzziah
G73475	ὄζω	ozō	ozo	to give off a bad odor
G73476	ὅθεν	hothen	oθen	from where
G73477	ὀθόνη	othonē	oθoniy	linen sheet
G73478	ὀθόνιον	othonion	oθoniyon	strips of linen
G73479	οἶδα	oida	iyða	to know
G73480	οἰκεῖος	oikeios	iykiyos	belonging to the household
G73481	οἰκετεία	oiketeia	iyketiya	servant in a household
G73482	οἰκέτης	oiketēs	iyketiys	house servant
G73483	οἰκέω	oikeō	iykeo	to live
G73484	οἴκημα	oikēma	iykiyma	cell
G73485	οἰκητήριον	oikētērion	iykiytiyriyon	dwelling
G73486	οἰκία	oikia	iykiya	house
G73487	οἰκιακός	oikiakos	iykiyakos	member of a household
G73488	οἰκοδεσποτέω	oikodespoteō	iykoðespoteo	to manage one's home
G73489	οἰκοδεσπότης	oikodespotēs	iykoðespotiys	head of the house
G73490	οἰκοδομέω	oikodomeō	iykoðomeo	to build
G73491	οἰκοδομή	oikodomē	iykoðomiy	building
G73492	οἰκοδόμος	oikodomos	iykoðomos	builder
G73493	οἰκονομέω	oikonomeō	iykonomeo	to manage
G73494	οἰκονομία	oikonomia	iykonomiya	management
G73495	οἰκονόμος	oikonomos	iykonomos	manager
G73496	οἶκος	oikos	iykos	house
G73497	οἰκουμένη	oikoumenē	iykumeniy	the world
G73498	οἰκουργός	oikourgos	iykurgos	busy at home
G73499	οἰκτιρμός	oiktirmos	iyktiyrmos	compassion
G73500	οἰκτίρμων	oiktirmōn	iyktiyrmon	merciful
G73501	οἰκτίρω	oiktirō	iyktiyro	to have compassion on
G73502	οἶμαι	oimai	iyme	to think
G73503	οἰνοπότης	oinopotēs	iynopotiys	drunkard
G73504	οἶνος	oinos	iynos	wine
G73505	οἰνοφλυγία	oinophlygia	iynofliyyiya	drunkenness
G73506	οἷος	hoios	iyos	what sort of
G73507	ὀκνέω	okneō	okneo	to delay
G73508	ὀκνηρός	oknēros	okniyros	lazy
G73509	ὀκταήμερος	oktaēmeros	oktemeros	eighth day
G73510	ὀκτώ	oktō	okto	eight
G73511	ὄλεθρος	olethros	oleθros	destruction
G73512	ὀλιγοπιστία	oligopistia	oliygopiystiya	littleness of faith
G73513	ὀλιγόπιστος	oligopistos	oliygopiystos	of little faith
G73514	ὀλίγος	oligos	oliygos	little
G73515	ὀλιγόψυχος	oligopsychos	oliygopsiykhos	timid
G73516	ὀλιγωρέω	oligōreō	oliygoreo	to make light of
G73517	ὀλίγως	oligōs	oliygos	little
G73518	ὀλοθρευτής	olothreutēs	oloθreftiys	destroyer
G73519	ὀλοθρεύω	olothreuō	oloθrevo	to destroy
G73520	ὁλοκαύτωμα	holokautōma	olokaftoma	burnt offering
G73521	ὁλοκληρία	holoklēria	olokliyriya	completeness
G73522	ὁλόκληρος	holoklēros	olokliyros	whole
G73523	ὀλολύζω	ololyzō	ololiyzo	to wail
G73524	ὅλος	holos	olos	all
G73525	ὁλοτελής	holotelēs	oloteliys	through and through
G73526	Ὀλυμπᾶς	olympas	oliympas	Olympas
G73527	ὄλυνθος	olynthos	oliynθos	late fig
G73528	ὅλως	holōs	olos	wholly
G73529	ὄμβρος	ombros	omvros	rainstorm
G73530	ὁμείρομαι	homeiromai	omiyrome	to love
G73531	ὁμιλέω	homileō	omiyleo	to talk
G73532	ὁμιλία	homilia	omiyliya	company
G73533	ὁμίχλη	homichlē	omiykhliy	mist
G73534	ὄμμα	omma	omma	eye
G73535	ὀμνύω	omnyō	omniyo	to declare an oath
G73536	ὁμοθυμαδόν	homothymadon	omoθiymaðon	united
G73537	ὁμοιάζω	homoiazō	omiyazo	to be like
G73538	ὁμοιοπαθής	homoiopathēs	omiyopaθiys	like
G73539	ὅμοιος	homoios	omiyos	like
G73540	ὁμοιότης	homoiotēs	omiyotiys	similarity
G73541	ὁμοιόω	homoioō	omiyoo	to make like
G73542	ὁμοίωμα	homoiōma	omiyoma	likeness
G73543	ὁμοίως	homoiōs	omiyos	likewise
G73544	ὁμοίωσις	homoiōsis	omiyosiys	likeness
G73545	ὁμολογέω	homologeō	omoloyeo	to confess
G73546	ὁμολογία	homologia	omoloyiya	confession
G73547	ὁμολογουμένως	homologoumenōs	omologumenos	beyond all question
G73548	ὁμότεχνος	homotechnos	omotekhnos	of the same trade
G73549	ὁμοῦ	homou	omu	together
G73550	ὁμόφρων	homophrōn	omofron	living in harmony with
G73551	ὅμως	homōs	omos	just as
G73552	ὄναρ	onar	onar	dream
G73553	ὀνάριον	onarion	onariyon	young donkey
G73554	ὀνειδίζω	oneidizō	oniyðiyzo	to heap insults on
G73555	ὀνειδισμός	oneidismos	oniyðiyzmos	disgrace
G73556	ὄνειδος	oneidos	oniyðos	disgrace
G73557	Ὀνήσιμος	onēsimos	oniysiymos	Onesimus
G73558	Ὀνησίφορος	onēsiphoros	oniysiyforos	Onesiphorus
G73559	ὀνικός	onikos	oniykos	of a donkey
G73560	ὀνίνημι	oninēmi	oniyniymiy	to have benefit
G73561	ὄνομα	onoma	onoma	name
G73562	ὀνομάζω	onomazō	onomazo	to give a name
G73563	ὄνος	onos	onos	donkey
G73564	ὄντως	ontōs	ontos	really
G73565	ὄξος	oxos	oksos	wine vinegar
G73566	ὀξύς	oxys	oksiys	sharp
G73567	ὀπή	opē	opiy	hole
G73568	ὄπισθεν	opisthen	opiysθen	from behind
G73569	ὀπίσω	opisō	opiyso	behind
G73570	ὁπλίζομαι	hoplizomai	opliyzome	to arm oneself with
G73571	ὅπλον	hoplon	oplon	instrument
G73572	ὁποῖος	hopoios	opiyos	what kind of
G73573	ὁπότε	hopote	opote	when
G73574	ὅπου	hopou	opu	where
G73575	ὀπτάνομαι	optanomai	optanome	to appear
G73576	ὀπτασία	optasia	optasiya	vision
G73577	ὀπτός	optos	optos	broiled
G73578	ὀπώρα	opōra	opora	fruit
G73579	ὅπως	hopōs	opos	that
G73580	ὅραμα	horama	orama	vision
G73581	ὅρασις	horasis	orasiys	appearance
G73582	ὁρατός	horatos	oratos	visible
G73583	ὁράω	horaō	orao	to see
G73584	ὀργή	orgē	oryiy	wrath
G73585	ὀργίζομαι	orgizomai	oryiyzome	to be angry
G73586	ὀργίλος	orgilos	oryiylos	quick-tempered
G73587	ὀργυιά	orguia	oryiya	fathom
G73588	ὀρέγομαι	oregomai	oregome	to set one's heart on
G73589	ὀρεινός	oreinos	oriynos	hilly
G73590	ὄρεξις	orexis	oreksiys	lust
G73591	ὀρθοποδέω	orthopodeō	orθopoðeo	to act in line with
G73592	ὀρθός	orthos	orθos	straight
G73593	ὀρθοτομέω	orthotomeō	orθotomeo	to handle correctly
G73594	ὀρθρίζω	orthrizō	orθriyzo	to get up early in the morning
G73595	ὀρθρινός	orthrinos	orθriynos	early in the morning
G73596	ὄρθρος	orthros	orθros	dawn
G73597	ὀρθῶς	orthōs	orθos	straightly
G73598	ὁρίζω	horizō	oriyzo	to determine
G73599	ὅριον	horion	oriyon	region
G73600	ὁρκίζω	horkizō	orkiyzo	to command
G73601	ὅρκος	horkos	orkos	oath
G73602	ὁρκωμοσία	horkōmosia	orkomosiya	oath
G73603	ὁρμάω	hormaō	ormao	to rush
G73604	ὁρμή	hormē	ormiy	plot
G73605	ὅρμημα	hormēma	ormiyma	sudden violence
G73606	ὄρνεον	orneon	orneon	bird
G73607	ὄρνις	ornis	orniys	hen
G73608	ὁροθεσία	horothesia	oroθesiya	exact place
G73609	ὄρος	oros	oros	hill
G73610	ὀρύσσω	oryssō	oriysso	to dig up
G73611	ὀρφανός	orphanos	orfanos	an orphan
G73612	ὀρχέομαι	orcheomai	orkheome	to dance
G73613	ὅς	hos	os	who
G73614	ὁσάκις	hosakis	osakiys	as often as
G73615	ὅσιος	hosios	osiyos	holy
G73616	ὁσιότης	hosiotēs	osiyotiys	holiness
G73617	ὁσίως	hosiōs	osiyos	piously
G73618	ὀσμή	osmē	ozmiy	fragrance
G73619	ὅσος	hosos	osos	how great
G73620	ὀστέον	osteon	osteon	bone
G73621	ὅστις	hostis	ostiys	who
G73622	ὀστράκινος	ostrakinos	ostrakiynos	made of clay
G73623	ὄσφρησις	osphrēsis	osfriysiys	sense of smell
G73624	ὀσφύς	osphys	osfiys	waist
G73625	ὅταν	hotan	otan	when
G73626	ὅτε	hote	ote	when
G73627	ὅτι	hoti	otiy	that
G73628	οὐ	ou	u	no
G73629	οὔ	ou	u	no
G73630	οὗ	hou	u	where
G73631	οὐά	oua	ua	so!
G73632	οὐαί	ouai	ue	woe!
G73633	οὐδαμῶς	oudamōs	uðamos	by no means
G73634	οὐδέ	oude	uðe	and not
G73635	οὐδείς	oudeis	uðiys	no one
G73636	οὐδέποτε	oudepote	uðepote	never
G73637	οὐδέπω	oudepō	uðepo	not yet
G73638	οὐκέτι	ouketi	uketiy	no longer
G73639	οὐκοῦν	oukoun	ukun	so
G73640	οὖν	oun	un	therefore
G73641	οὔπω	oupō	upo	not yet
G73642	οὐρά	oura	ura	tail
G73643	οὐράνιος	ouranios	uraniyos	heavenly
G73644	οὐρανόθεν	ouranothen	uranoθen	from heaven
G73645	οὐρανός	ouranos	uranos	sky
G73646	Οὐρβανός	ourbanos	urvanos	Urbanus
G73647	Οὐρίας	ourias	uriyas	Uriah
G73648	οὖς	ous	us	ear
G73649	οὐσία	ousia	usiya	wealth
G73650	οὔτε	oute	ute	and not
G73651	οὗτος	houtos	utos	this
G73652	οὕτως	houtōs	utos	thus
G73653	οὐχί	ouchi	ukhiy	not
G73654	ὀφειλέτης	opheiletēs	ofiyletiys	debtor
G73655	ὀφειλή	opheilē	ofiyliy	debt
G73656	ὀφείλημα	opheilēma	ofiyliyma	debt
G73657	ὀφείλω	opheilō	ofiylo	to owe
G73658	ὄφελον	ophelon	ofelon	How I wish! How I hope!
G73659	ὄφελος	ophelos	ofelos	good
G73660	ὀφθαλμοδουλία	ophthalmodoulia	ofθalmoðuliya	eye-service
G73661	ὀφθαλμός	ophthalmos	ofθalmos	eye
G73662	ὄφις	ophis	ofiys	snake
G73663	ὀφρῦς	ophrys	ofriys	eyebrow
G73664	ὀχλέομαι	ochleomai	okhleome	to be tormented
G73665	ὀχλοποιέω	ochlopoieō	okhlopiyeo	to form a mob
G73666	ὄχλος	ochlos	okhlos	crowd
G73667	ὀχύρωμα	ochyrōma	okhiyroma	stronghold
G73668	ὀψάριον	opsarion	opsariyon	fish
G73669	ὀψέ	opse	opse	in the evening
G73670	ὀψία	opsia	opsiya	evening
G73671	ὄψιμος	opsimos	opsiymos	late
G73672	ὄψις	opsis	opsiys	face
G73673	ὀψώνιον	opsōnion	opsoniyon	pay
G73674	παγιδεύω	pagideuō	payiyðevo	to trap
G73675	παγίς	pagis	payiys	trap
G73676	Πάγος	pagos	pagos	hill
G73677	πάθημα	pathēma	paθiyma	suffering
G73678	παθητός	pathētos	paθiytos	subject to suffering
G73679	πάθος	pathos	paθos	lust
G73680	παιδαγωγός	paidagōgos	peðagogos	guardian
G73681	παιδάριον	paidarion	peðariyon	little boy
G73682	παιδεία	paideia	peðiya	discipline
G73683	παιδευτής	paideutēs	peðeftiys	instructor
G73684	παιδεύω	paideuō	peðevo	instruct
G73685	παιδιόθεν	paidiothen	peðiyoθen	from childhood
G73686	παιδίον	paidion	peðiyon	child
G73687	παιδίσκη	paidiskē	peðiyskiy	female servant
G73688	παίζω	paizō	pezo	to indulge in revelry
G73689	παῖς	pais	pes	boy
G73690	παίω	paiō	peo	to strike
G73691	πάλαι	palai	pale	long ago
G73692	παλαιός	palaios	paleos	old
G73693	παλαιότης	palaiotēs	paleotiys	the old way
G73694	παλαιόω	palaioō	paleoo	to make obsolete
G73695	πάλη	palē	paliy	struggle
G73696	παλιγγενεσία	palingenesia	paliynggenesiya	renewal
G73697	πάλιν	palin	paliyn	again
G73698	παμπληθεί	pamplēthei	pampliyθiy	with one voice
G73699	Παμφυλία	pamphylia	pamfiyliya	Pamphylia
G73700	πανδοχεῖον	pandocheion	panðokhiyon	inn
G73701	πανδοχεύς	pandocheus	panðokhefs	innkeeper
G73702	πανήγυρις	panēgyris	paniyyiyriys	joyful assembly
G73703	πανοικεί	panoikei	paniykiy	with one's whole family
G73704	πανοπλία	panoplia	panopliya	full armor
G73705	πανουργία	panourgia	panuryiya	cunning
G73706	πανοῦργος	panourgos	panurgos	crafty
G73707	πανταχῇ	pantachē	pantakhiy	everywhere
G73708	πανταχοῦ	pantachou	pantakhu	everywhere
G73709	παντελής	pantelēs	panteliys	complete
G73710	πάντῃ	pantē	pantiy	in every way
G73711	πάντοθεν	pantothen	pantoθen	from all directions
G73712	παντοκράτωρ	pantokratōr	pantokrator	Almighty
G73713	πάντοτε	pantote	pantote	always
G73714	πάντως	pantōs	pantos	surely
G73715	παρά	para	para	from
G73716	παραβαίνω	parabainō	paraveno	to break
G73717	παραβάλλω	paraballō	paravallo	to come near
G73718	παράβασις	parabasis	paravasiys	transgression
G73719	παραβάτης	parabatēs	paravatiys	lawbreaker
G73720	παραβιάζομαι	parabiazomai	paraviyazome	to urge strongly
G73721	παραβολεύομαι	paraboleuomai	paravolevome	to risk
G73722	παραβολή	parabolē	paravoliy	parable
G73723	παραγγελία	parangelia	paranggeliya	order
G73724	παραγγέλλω	parangellō	paranggello	to order
G73725	παραγίνομαι	paraginomai	parayiynome	to come
G73726	παράγω	paragō	parago	to pass by
G73727	παραδειγματίζω	paradeigmatizō	paraðiygmatiyzo	to subject to public disgrace
G73728	παράδεισος	paradeisos	paraðiysos	paradise
G73729	παραδέχομαι	paradechomai	paraðekhome	to accept
G73730	παραδίδωμι	paradidōmi	paraðiyðomiy	to hand over
G73731	παράδοξος	paradoxos	paraðoksos	remarkable
G73732	παράδοσις	paradosis	paraðosiys	tradition
G73733	παραζηλόω	parazēloō	paraziyloo	to make envious
G73734	παραθαλάσσιος	parathalassios	paraθalassiyos	by the lake
G73735	παραθεωρέω	paratheōreō	paraθeoreo	to be overlooked
G73736	παραθήκη	parathēkē	paraθiykiy	deposit
G73737	παραινέω	paraineō	pareneo	to warn
G73738	παραιτέομαι	paraiteomai	pareteome	to request
G73739	παρακαθέζομαι	parakathezomai	parakaθezome	to sit beside
G73740	παρακαλέω	parakaleō	parakaleo	to ask
G73741	παρακαλύπτομαι	parakalyptomai	parakaliyptome	to be hidden
G73742	παράκειμαι	parakeimai	parakiyme	to be present
G73743	παράκλησις	paraklēsis	parakliysiys	encouragement
G73744	παράκλητος	paraklētos	parakliytos	counselor
G73745	παρακοή	parakoē	parakiy	disobedience
G73746	παρακολουθέω	parakoloutheō	parakoluθeo	to follow
G73747	παρακούω	parakouō	parakuo	to refuse to listen
G73748	παρακύπτω	parakyptō	parakiypto	to bend over
G73749	παραλαμβάνω	paralambanō	paralamvano	to take with
G73750	παραλέγομαι	paralegomai	paralegome	to sail past
G73751	παράλιος	paralios	paraliyos	by the sea
G73752	παραλλαγή	parallagē	parallayiy	change
G73753	παραλογίζομαι	paralogizomai	paraloyiyzome	to deceive
G73754	παραλύομαι	paralyomai	paraliyome	to be paralyzed
G73755	παραλυτικός	paralytikos	paraliytiykos	paralytic
G73756	παραμένω	paramenō	parameno	to continue
G73757	παραμυθέομαι	paramytheomai	paramiyθeome	to comfort
G73758	παραμυθία	paramythia	paramiyθiya	comfort
G73759	παραμύθιον	paramythion	paramiyθiyon	comfort
G73760	παρανομέω	paranomeō	paranomeo	to violate the law
G73761	παρανομία	paranomia	paranomiya	wrongdoing
G73762	παραπικραίνω	parapikrainō	parapiykreno	to rebel
G73763	παραπικρασμός	parapikrasmos	parapiykrazmos	rebellion
G73764	παραπίπτω	parapiptō	parapiypto	to fall away
G73765	παραπλέω	parapleō	parapleo	to sail past
G73766	παραπλήσιον	paraplēsion	parapliysiyon	almost
G73767	παραπλησίως	paraplēsiōs	parapliysiyos	like
G73768	παραπορεύομαι	paraporeuomai	paraporevome	to pass by
G73769	παράπτωμα	paraptōma	paraptoma	trespass
G73770	παραρρέω	pararreō	pararreo	to drift away
G73771	παράσημος	parasēmos	parasiymos	distinguished
G73772	παρασκευάζω	paraskeuazō	paraskevazo	to prepare
G73773	παρασκευή	paraskeuē	paraskeiy	Preparation Day
G73774	παρατείνω	parateinō	paratiyno	to keep on
G73775	παρατηρέω	paratēreō	paratiyreo	to watch closely
G73776	παρατήρησις	paratērēsis	paratiyriysiys	careful observation
G73777	παρατίθημι	paratithēmi	paratiyθiymiy	to set before
G73778	παρατυγχάνω	paratynchanō	paratiyngghano	to happen to be there
G73779	παραυτίκα	parautika	paraftiyka	momentary
G73780	παραφέρω	parapherō	parafero	to take away
G73781	παραφρονέω	paraphroneō	parafroneo	to be out of one's mind
G73782	παραφρονία	paraphronia	parafroniya	madness
G73783	παραχειμάζω	paracheimazō	parakhiymazo	to spend the winter
G73784	παραχειμασία	paracheimasia	parakhiymasiya	spending the winter
G73785	παραχρῆμα	parachrēma	parakhriyma	immediately
G73786	πάρδαλις	pardalis	parðaliys	leopard
G73787	παρεδρεύω	paredreuō	pareðrevo	to serve regularly
G73788	πάρειμι	pareimi	pariymiy	to be present
G73789	παρεισάγω	pareisagō	pariysago	to bring in secretly
G73790	παρείσακτος	pareisaktos	pariysaktos	brought in secretly
G73791	παρεισδύω	pareisdyō	pariyzðiyo	to slip in secretly
G73792	παρεισέρχομαι	pareiserchomai	pariyserkhome	to come in
G73793	παρεισφέρω	pareispherō	pariysfero	to do one's best
G73794	παρεκτός	parektos	parektos	besides
G73795	παρεμβάλλω	paremballō	paremvallo	to build
G73796	παρεμβολή	parembolē	paremvoliy	camp
G73797	παρενοχλέω	parenochleō	parenokhleo	to make difficult
G73798	παρεπίδημος	parepidēmos	parepiyðiymos	stranger
G73799	παρέρχομαι	parerchomai	parerkhome	to go by
G73800	πάρεσις	paresis	paresiys	leaving unpunished
G73801	παρέχω	parechō	parekho	to present
G73802	παρηγορία	parēgoria	pariygoriya	comfort
G73803	παρθενία	parthenia	parθeniya	virginity
G73804	παρθένος	parthenos	parθenos	virgin
G73805	Πάρθος	parthos	parθos	Parthian
G73806	παρίημι	pariēmi	pariyiymiy	to leave undone
G73807	παρίστημι	paristēmi	pariystiymiy	to place beside
G73808	Παρμενᾶς	parmenas	parmenas	Parmenas
G73809	πάροδος	parodos	paroðos	passing by
G73810	παροικέω	paroikeō	pariykeo	to live as a stranger
G73811	παροικία	paroikia	pariykiya	residence as a stranger
G73812	πάροικος	paroikos	pariykos	strange
G73813	παροιμία	paroimia	pariymiya	figure of speech
G73814	πάροινος	paroinos	pariynos	drunken
G73815	παροίχομαι	paroichomai	pariykhome	to pass by
G73816	παρομοιάζω	paromoiazō	paromiyazo	to be like
G73817	παρόμοιος	paromoios	paromiyos	like
G73818	παροξύνομαι	paroxynomai	paroksiynome	to be greatly distressed
G73819	παροξυσμός	paroxysmos	paroksiyzmos	sharp disagreement
G73820	παροργίζω	parorgizō	paroryiyzo	to anger
G73821	παροργισμός	parorgismos	paroryiyzmos	anger
G73822	παροτρύνω	parotrynō	parotriyno	to incite
G73823	παρουσία	parousia	parusiya	presence
