G1	阿拉法
H3172	耶希伊利
H3173	聯合的
H3174	耶希亞
H3175	等待
H3176	等候
H3177	雅利
H3178	雅利人
H3179	發熱
H3180	鹿
H3181	雅買
H3182	未穿鞋的
H3183	雅薛
H3184	雅薛人
H3185	雅薛
H3186	耽延
H3187	長出
H3188	家譜
H3189	雅哈
H3190	要美好
H3191	看為美
H3192	約提巴人
H3193	約巴他
H3194	淤他
H3195	伊突
H3196	酒
H3197	手
H3198	要正確
H3199	雅斤
H3200	雅斤人
H3201	能
H3202	能
H3203	耶可利雅
H3204	耶哥尼雅
H3205	生
H3206	孩子
H3207	少女
H3208	童年
H3209	所生的
H3210	雅倫
H3211	所生的
H3212	行走
H3213	哀號
H3214	咆哮
H3215	咆哮
H3216	不加思索的說
H3217	皮屑
H3218	吞食者
H3219	旅行囊袋
H3220	海
H3221	海
H3222	溫泉
H3223	耶母利
H3224	耶米瑪
H3225	右手
H3226	雅憫
H3227	右
H3228	雅憫人
H3229	音拉
H3230	雅米勒
H3231	向右
H3232	音拿
H3233	右
H3234	音那
H3235	交換
H3236	音拉
H3237	觸摸
H3238	憤怒
H3239	雅挪哈
H3240	放置
H3241	雅農
H3242	樹苗
H3243	吮吸
H3244	蒼鷺
H3245	安放
H3246	根基
H3247	根基
H3248	根基
H3249	離開
H3250	譴責
H3251	澆
H3252	亦迦
H3253	伊斯瑪基雅
H3254	加添
H3255	加增
H3256	責罰
H3257	鏟
H3258	雅比斯
H3259	選定
H3260	易多
H3261	排除
H3262	耶烏利
H3263	耶烏斯
H3264	森林
H3265	睚珥
H3266	耶烏施
H3267	要大膽
H3268	雅薛
H3269	雅西雅
H3270	雅謝
H3271	穿上
H3272	商議
H3273	耶利
H3274	耶烏施
H3275	雅干
H3276	上升
H3277	野山羊
H3278	雅億
H3279	雅拉
H3280	母鹿
H3281	雅蘭
H3282	留心
H3283	鴕鳥
H3284	鴕鳥
H3285	雅乃
H3286	疲乏
H3287	疲倦的
H3288	疲倦的
H3289	商量
H3290	雅各
H3291	雅哥巴
H3292	亞干
H3293	森林
H3294	雅拉
H3295	蜂房
H3296	雅雷俄珥金
H3297	耶琳
H3298	雅利西
H3299	雅掃
H3300	雅西業
H3301	伊弗底雅
H3302	漂亮的
H3303	美麗
H3304	極美麗的
H3305	約帕
H3306	喘氣
H3307	噴出
H3308	美貌
H3309	雅非亞
H3310	雅弗勒
H3311	押利提人
H3312	耶孚尼
H3313	發光
H3314	光輝
H3315	雅弗
H3316	耶弗他
H3317	伊弗他伊勒
H3318	出去
H3319	完成
H3320	安放
H3321	要堅定
H3322	安放
H3323	油
H3324	以斯哈
H3325	以斯哈人
H3326	鋪床
H3327	以撒
H3328	瑣轄
H3329	生出
H3330	確定的
H3331	散播
H3332	倒出
H3333	流出
H3334	壓縮
H3335	模造
H3336	樣式
H3337	耶色
H3338	結構
H3339	伊洗利
H3340	耶色人
H3341	焚燒
H3342	水槽
H3343	葉甲薛
H3344	燒
H3345	烈性的
H3346	大火
H3347	約甸
H3348	雅基
H3349	順服
H3350	燃燒
H3351	站著
H3352	糾纏
H3353	糾纏
H3354	耶古鐵
H3355	約坍
H3356	雅金
H3357	親愛的
H3358	尊貴
H3359	耶加米雅
H3360	耶加面
H3361	約念
H3362	約念
H3363	切斷
H3364	醒起
H3365	看為重
H3366	重視
H3367	榮耀
H3368	寶
H3369	陷入網羅
H3370	約珊
H3371	約帖
H3372	懼怕
H3373	懼怕的
H3374	懼怕
H3375	以利隱
H3376	伊利雅
H3377	耶雷布
H3378	耶路巴力
H3379	耶羅波安
H3380	耶路比設
H3381	下降
H3382	雅列
H3383	約但河
H3384	水流
H3385	耶魯伊勒
H3386	耶羅亞
H3387	青綠
H3388	耶路沙
H3389	耶路撒冷
H3390	耶路撒冷
H3391	月
H3392	耶拉
H3393	月
H3394	月亮
H3395	耶羅罕
H3396	耶拉篾
H3397	耶拉篾人
H3398	耶哈
H3399	猛投
H3400	耶勒
H3401	他要爭鬥
H3402	雅立
H3403	耶利拜
H3404	耶利雅
H3405	耶利哥
H3406	耶利摩
H3407	懸掛
H3408	耶略
H3409	腿
H3410	腰
H3411	側
H3412	耶末
H3413	耶利買
H3414	耶利米
H3415	破碎
H3416	伊利毗勒
H3417	吐唾沫
H3418	新綠
H3419	青綠
H3420	蒼白
H3421	約干
H3422	淺黃的
H3423	佔有
H3424	擁有產業
H3425	擁有地業
H3426	顯出
H3427	坐
H3428	耶是比押
H3429	約設巴設
H3430	以實比諾
H3431	益巴
H3432	雅述人
H3433	雅叔比利恆
H3434	雅朔班
H3435	伊施巴
H3436	約施比加沙
H3437	雅述
H3438	亦施瓦
H3439	約朔海
H3440	亦施韋
H3441	亦施韋的
H3442	耶書亞
H3443	耶書亞
H3444	所拯救的
H3445	饑餓
H3446	以撒
H3447	伸
H3448	耶西
H3449	伊示雅
H3450	耶西篾
H3451	荒廢
H3452	荒廢
H3453	老年人
H3454	耶示篩
H3455	安置
H3456	使荒涼
H3457	伊施瑪
H3458	以實瑪利
H3459	以實瑪利人
H3460	以實買雅
H3461	伊施米萊
H3462	鬆弛
H3463	欲睡的
H3464	雅善
H3465	老的
H3466	耶沙拿
H3467	得拯救
H3468	拯救
H3469	以示
H3470	以賽亞
H3471	擦亮
H3472	伊施巴
H3473	伊施班
H3474	直的
H3475	耶設
H3476	公正
H3477	直的
H3478	以色列
H3479	以色列
H3480	耶薩利拉
H3481	以色列人
H3482	以色列婦人
H3483	誠實
H3484	耶書崙
H3485	以薩迦
H3486	形容詞灰白髲的
H3487	誰
H3488	坐
H3489	木釘
H3490	喪失親屬的人
H3491	無所留下
H3492	雅提珥
H3493	優越的
H3494	伊提拉
H3495	伊特瑪
H3496	耶提聶
H3497	以提楠
H3498	伸出去
H3499	懸垂
H3500	益帖
H3501	以特拉
H3502	特優
H3503	葉忒羅
H3504	傑出
H3505	以帖人
H3506	益蘭
H3507	以特念
H3508	網子
H3509	耶帖
H3510	疼痛
H3511	痛苦
H3512	沮喪
H3513	沉重
H3514	重
H3515	重的
H3516	肝
H3517	困難
H3518	熄滅
H3519	重量
H3520	重量
H3521	迦步勒
H3522	迦本
H3523	墊子
H3524	巨大的
H3525	編織在一起
H3526	踐踏
H3527	編在一起
H3528	時間的延長
H3529	迦巴魯
H3530	長度
H3531	篩子
H3532	公羊
H3533	踏平
H3534	腳凳
H3535	母羊
H3536	鎔爐
H3537	桶
H3538	虛假
H3539	閃亮的寶石
H3540	基大老瑪
H3541	像這樣
H3542	彼處
H3543	軟弱
H3544	殘弱的
H3545	軟弱的
H3546	能
H3547	服侍
H3549	祭司
H3550	祭司的職任
H3551	窗戶
H3552	古巴人
H3553	高而圓的
H3554	刺痛
H3555	烙印
H3556	星
H3557	保持
H3558	保藏起來
H3559	豎立
H3560	均
H3561	豫備好的
H3562	歌楠雅
H3563	杯
H3564	盆
H3565	歌拉珊
H3566	古列
H3567	古列
H3568	古實
H3569	古實人
H3570	古示
H3571	古實女人
H3572	古珊
H3573	古珊利薩田
H3574	亨通
H3575	古他
H3576	說謊
H3577	謊言
H3578	哥西巴
H3579	哥斯比
H3580	基悉
H3581	精力
H3582	隱秘
H3583	塗敷
H3584	不真實
H3585	肉體的失敗
H3586	不誠實
H3587	烙印
H3588	因為
H3589	打擊
H3590	擊散
H3591	標槍
H3592	基頓
H3593	喧囂
H3594	偶像
H3595	火鍋
H3596	吝嗇
H3597	長柄大鎚
H3598	星宿
H3599	錢袋
H3600	爐灶臺
H3601	導桿
H3602	正是如此
H3603	圓形
H3604	他連得
H3605	完全一切
H3606	一切
H3607	限制
H3608	監牢
H3609	基利押
H3610	異類
H3611	狗
H3612	迦勒
H3613	迦勒以法他
H3614	迦勒
H3615	完畢
H3616	渴望
H3617	完成
H3618	新婦
H3619	捕鳥器
H3620	基綠
H3621	基路拜
H3622	基祿
H3623	訂婚
H3624	成熟
H3625	迦拉
H3626	各荷西
H3627	所豫備的
H3628	監牢
H3629	腎
H3630	基連
H3631	憔悴
H3632	全部
H3633	甲各
H3634	完成
H3635	完成
H3636	基拉
H3637	受傷
H3638	基抹人
H3639	恥辱
H3640	恥辱
H3641	甲尼
H3642	渴望
H3643	金罕
H3644	好像
H3645	基抹
H3646	小茴香
H3647	積畜
H3648	糾纏
H3649	修行
H3650	蒙蔽
H3651	正直
H3652	如此
H3653	臺
H3654	蚊
H3655	名號
H3656	干尼人
H3657	種植
H3658	弦聲
H3659	哥尼雅
H3660	如此
H3661	種植
H3662	基拿尼
H3663	基拿尼雅
H3664	收集
H3665	屈膝
H3666	包裝
H3667	迦南
H3668	基拿拿
H3669	迦南人
H3670	從側旁投出
H3671	邊界
H3672	基尼烈
H3673	聚集
H3674	同黨
H3675	同伴
H3676	宣誓
H3677	豐滿
H3678	遮蓋
H3679	迦勒底人
H3680	填滿洞穴
H3681	覆蓋
H3682	遮蓋
H3683	砍去
H3684	愚蠢的
H3685	星宿
H3686	基失
H3687	愚昧
H3688	愚昧
H3689	肥美的
H3690	信賴
H3691	基斯流
H3692	基斯倫
H3693	基撒崙
H3694	基蘇律
H3695	迦斯路希
H3696	吉斯綠他泊
H3697	剪
H3698	小麥
H3699	估計
H3700	蒼白
H3701	銀
H3702	錢財
H3703	迦西斐雅
H3704	坐墊
H3705	現在
H3706	這樣
H3707	煩惱
H3709	空手
H3710	巖穴
H3711	使彎曲
H3712	棕樹葉
H3713	遮蓋
H3714	桁
H3715	村莊
H3716	基非拉
H3717	摺在一起
H3718	相同的
H3719	彎
H3720	饑餓
H3721	使彎曲
H3722	覆蓋
H3723	村莊
H3724	覆蓋
H3725	贖罪
H3726	基法亞摩尼
H3727	蓋
H3728	踐踏
H3729	鍊
H3730	圈
H3731	迦斐託
H3732	迦斐託人
H3733	公羊
H3734	歌珥
H3735	悲傷
H3736	束帶
H3737	外衣
H3738	挖
H3739	買
H3740	購買
H3741	草地
H3743	基綠
H3744	傳信的
H3745	宣告
H3746	侍衛
H3747	基立
H3748	解除
H3749	邊緣
H3750	番紅花
H3751	迦基米施
H3752	甲迦
H3753	單峰駝
H3754	葡萄園
H3755	修理葡萄園的
H3756	迦米
H3757	迦米人
H3758	洋紅色
H3759	種植的園地
H3760	迦密
H3761	迦密人
H3762	迦密女人
H3763	基蘭
H3764	寶座
H3765	置棄
H3766	屈膝
H3767	腿
H3768	亞麻
H3769	跳舞
H3770	胃
H3771	甲示拿
H3772	砍倒
H3773	切斷的木料
H3774	基利提
H3775	羊羔
H3776	一隻羊羔
H3777	基薛
H3778	迦勒底
H3779	迦勒底人
H3780	長肥
H3781	採伐者
H3782	搖撼
H3783	搖撼
H3784	低聲念符咒
H3785	術士
H3786	魔術師
H3787	正直
H3788	成功
H3789	雕刻
H3790	所寫的
H3791	所寫的
H3792	指定的
H3793	一個字
H3794	基提
H3795	搗爛的
H3796	固結的
H3797	牆壁
H3798	基提利
H3799	雕刻
H3800	挖鑿出來的
H3801	襯衣
H3802	肩
H3803	圍繞
H3804	飾環
H3805	柱頂
H3806	撞
H3807	不
H3808	不
H3809	羅底巴
H3810	使疲倦
H3811	利亞
H3812	圍裹
H3813	圍裹
H3814	拉伊勒
H3815	社團
H3816	利烏米族
H3817	羅阿米
H3818	羅路哈瑪
H3819	心
H3820	心
H3821	利巴勿
H3822	被圍繞
H3823	心
H3824	心
H3825	火焰
H3826	乳香
H3827	利波拿
H3828	衣服
H3829	衣服
H3830	推翻
H3831	獅子
H3832	餅
H3833	使變白色
H3834	白的
H3835	拉班
H3836	利巴拿
H3837	白楊樹
H3838	白色
H3839	立拿
H3840	白色
H3841	磚
H3842	利巴嫩
H3843	立尼
H3844	立尼人
H3845	包裹
H3846	穿衣
H3847	羅革
H3848	羅德
H3849	閃光
H3850	火焰
H3851	利哈比人
H3852	洗滌
H3853	倍加
H3854	專心用功
H3855	拉哈
H3856	焚燒
H3857	捲燒
H3858	火焰
H3859	侵蝕
H3860	為此
H3861	因此
H3862	聚集
H3863	若
H3864	路比人
H3865	路德
H3866	路低人
H3867	編結
H3868	偏離
H3869	核果樹
H3870	路斯
H3871	寫字版
H3872	魯希
H3873	哈羅黑
H3874	包裹
H3875	帕子
H3876	羅得
H3877	羅坍
H3878	利未
H3879	利未人
H3880	聯結物
H3881	利未人
H3882	捲纏的動物
H3883	螺旋樓梯
H3884	若不
H3885	過夜
H3886	吞飲
H3887	嘲弄
H3888	揉
H3889	萊煞人
H3890	附著
H3891	謬誤
H3892	新鮮
H3893	新鮮
H3894	喫
H3895	頰
H3896	利希
H3897	舐
H3898	寄託於
H3899	食物
H3900	筵宴
H3901	打仗
H3902	拉哈米
H3903	拉幔
H3904	妾
H3905	壓迫
H3906	欺壓
H3907	低聲說話
H3908	耳語者
H3909	遮蓋
H3910	樹膠
H3911	蜥蜴
H3912	利都是
H3913	用鐵錘錘出
H3914	花圈
H3915	旋轉
H3916	夜
H3917	夜間怪物
H3918	獅子
H3919	拉億
H3920	捕捉
H3921	網羅
H3922	利迦
H3923	拉吉
H3924	環圈
H3925	美善
H3926	到
H3927	利慕伊勒
H3928	指示
H3929	拉麥
H3930	食道
H3931	嘲笑
H3932	嘲笑
H3933	嘲笑
H3934	丑角
H3935	拉大
H3936	拉但
H3937	說不同的言語
H3938	貪婪的吞喫
H3939	茵陳
H3940	火炬
H3941	拉比多
H3942	前面的
H3943	轉向
H3944	嘲弄
H3945	嘲笑
H3946	拉共
H3947	取
H3948	領受
H3949	利克希
H3950	拾取
H3951	拾遺穗
H3952	餂
H3953	拾取
H3954	第二次收穫
H3955	精力
H3956	舌頭
H3957	房間
H3958	寶石
H3959	利善
H3960	饒舌
H3961	言語
H3962	拉沙
H3963	半賀梅耳
H3964	那
H3965	穀倉
H3966	猛烈
H3967	一百
H3968	哈米亞
H3969	一百
H3970	願望
H3971	殘缺
H3972	斑點
H3973	棄物
H3974	發光體
H3975	點亮的
H3976	天平
H3977	天平
H3978	可喫的
H3979	刀
H3980	燃料
H3981	能力
H3982	敕令
H3983	任命
H3984	器皿
H3985	不肯
H3986	不願意
H3987	不受駕馭的
H3988	藐視
H3989	烤的食物
H3990	昏暗的
H3991	幽暗
H3992	刺痛的
H3993	伏兵
H3994	咒詛
H3995	分開
H3996	日落
H3997	港口
H3998	困惑
H3999	大水災
H4000	指示
H4001	踐踏
H4002	泉源
H4003	空
H4004	選擇的
H4005	選擇的
H4006	彌伯哈
H4007	所期待的
H4008	急促說出的
H4009	保護
H4010	停止
H4011	建築物
H4012	米本乃
H4013	設防
H4014	米比薩
H4015	逃難者
H4016	私處
H4017	米比衫
H4018	煮食爐邊
H4019	末必
H4020	邊緣
H4021	便帽
H4022	特殊物
H4023	米吉多
H4024	密奪
H4025	瑪基疊
H4026	樓
H4027	密大伊勒
H4028	麥大迦得
H4029	以得臺
H4030	貴重物
H4031	瑪各
H4032	驚嚇
H4033	寄居
H4034	驚嚇
H4035	受驚
H4036	瑪歌珥米撒畢
H4037	切割的工具
H4038	鐮刀
H4039	一捲
H4040	卷
H4041	積聚
H4042	防護
H4043	盾牌
H4044	遮掩
H4045	斥責
H4046	瘟疫
H4047	抹比押
H4048	放棄
H4049	推倒
H4050	鋸
H4051	米磯崙
H4052	牆面狹長凸條
H4053	鏟除
H4054	郊野
H4055	範圍
H4056	祭壇
H4057	空地
H4058	伸展
H4059	飛
H4060	伸展
H4061	進貢
H4062	製造金子
H4063	伸展
H4064	疾病
H4065	引誘
H4066	爭吵
H4067	廣泛的
H4068	瑪頓
H4069	所知道的是甚麼
H4070	住所
H4071	一堆燃料
H4072	推倒
H4073	推
H4074	瑪代
H4075	瑪代人
H4076	瑪代
H4077	瑪代人
H4078	甚麼是足夠的
H4079	爭吵
H4080	米甸
H4081	密丁
H4082	管轄權
H4083	省
H4084	米甸人
H4085	臼
H4086	瑪得緬哪
H4087	糞堆
H4088	瑪得米那
H4089	麥瑪拿
H4090	爭論
H4091	米但
H4092	米甸人
H4093	智力
H4094	創傷
H4095	階
H4096	踏
H4097	調查
H4098	打穀
H4099	哈米大他
H4100	甚麼
H4101	何其大
H4102	有疑問
H4103	混亂
H4104	米戶幔
H4105	米希他別
H4106	迅速的
H4107	減少
H4108	行走
H4109	行走
H4110	聲譽
H4111	瑪勒列
H4112	打擊
H4113	深淵
H4114	毀滅
H4115	扭轉
H4116	急速
H4117	聘金
H4118	匆忙著
H4119	聘金
H4120	急忙
H4121	瑪哈萊
H4122	瑪黑珥沙拉勒哈施罷斯
H4123	幻想
H4124	摩押
H4125	摩押女子
H4126	入口
H4127	鎔化
H4128	使震動
H4129	相識的人
H4130	相識的人
H4131	擺動
H4132	擺動
H4133	杆
H4134	變為微弱
H4135	切短
H4136	突然的
H4137	摩拉大
H4138	出生
H4139	受割禮
H4140	摩利
H4141	圍繞
H4142	反轉
H4143	根基
H4144	根基
H4145	根基
H4146	根基
H4147	責罰
H4148	管教
H4149	摩西錄
H4150	約會
H4151	聚集
H4152	指定的地方
H4153	摩亞底
H4154	滑脫
H4155	遮蓋
H4156	意向
H4157	壓力
H4158	米法押
H4159	奇蹟
H4160	壓
H4161	走向前
H4162	摩撒
H4163	根源
H4164	狹窄
H4165	融合
H4166	傾倒
H4167	嘲弄
H4168	火
H4169	燃料
H4170	圈套
H4171	改變
H4172	懼怕
H4173	打榖錘
H4174	下降
H4175	射手
H4176	摩利
H4177	剃刀
H4178	不屈服的
H4179	摩利亞
H4180	產業
H4181	財產
H4182	摩利設迦特
H4183	摩利沙人
H4184	摸
H4185	取回
H4186	座位
H4187	母示
H4188	母示的
H4189	用來拉曳
H4190	拯救
H4191	死
H4192	慕拉便
H4193	死亡
H4194	死亡
H4195	益處
H4196	祭壇
H4197	調和的酒
H4198	用盡的
H4199	米撒
H4200	穀倉
H4201	門柱
H4202	食物
H4203	食物
H4204	不忠
H4205	繃帶
H4206	帶子
H4207	肉叉
H4208	星座
H4209	計謀
H4210	樂器音樂
H4211	修剪的刀
H4212	鑷子
H4213	少
H4214	簸箕
H4215	散播
H4216	十二宮星座
H4217	日出
H4218	種植的田地
H4219	碗
H4220	肥的
H4221	肥的
H4222	磨
H4223	打碎
H4224	避難所
H4225	連接
H4226	接合物
H4227	平鍋
H4228	腰帶
H4229	擊打
H4230	圓規
H4231	海港
H4232	米戶雅利
H4233	瑪哈未人
H4234	圓舞
H4235	瑪曷
H4236	異象
H4237	窗戶
H4238	瑪哈秀
H4239	擊打
H4240	米希大
H4241	生命的保存
H4242	價錢
H4243	米黑
H4244	瑪拉
H4245	疾病
H4246	跳舞
H4247	巨穴
H4248	瑪倫
H4249	抹利
H4250	抹利人
H4251	疾病
H4252	刀
H4253	髮綹
H4254	外套
H4255	利未人班次
H4256	利未人班次
H4257	麻哈拉
H4258	瑪哈拉
H4259	米何拉人
H4260	奶油
H4261	歡樂的
H4262	所願望的
H4263	憐惜
H4264	安營
H4265	瑪哈尼但
H4266	瑪哈念
H4267	扼喉
H4268	庇護物
H4269	鼻籠
H4270	缺乏
H4271	瑪西雅
H4272	壓碎
H4273	打傷
H4274	鑿削
H4275	二等分
H4276	二等分
H4277	壓碎
H4278	細察
H4279	延緩
H4280	污水槽
H4281	鋤鏟
H4282	鋤頭
H4283	次日
H4284	計謀
H4285	黑暗
H4286	剝皮
H4287	瑪哈
H4288	毀壞
H4289	火鼎
H4290	偷竊
H4291	到
H4292	掃帚
H4293	屠宰
H4294	枝
H4295	向下
H4296	床
H4297	伸展
H4298	擴張
H4299	紡織
H4300	鐵棍
H4301	秘密的倉房
H4302	栽種
H4303	美味
H4304	寬外衣
H4305	降雨
H4306	雨
H4307	護衛所
H4308	瑪特列
H4309	瑪特利
H4310	誰
H4311	米底巴
H4312	米達
H4313	美耶昆
H4314	米薩合
H4315	最美好的
H4316	米迦
H4317	米迦勒
H4318	米迦
H4319	米該雅
H4320	米該亞
H4321	米該雅
H4322	米該亞
H4323	小溪
H4324	米甲
H4325	水
H4326	米雅民
H4327	分類
H4328	建基
H4329	門廊
H4330	壓力
H4331	米沙
H4332	米沙利
H4333	米沙利
H4334	平坦
H4335	米煞
H4336	米煞
H4337	米沙
H4338	米沙
H4339	平直
H4340	繩索
H4341	心身極度痛苦
H4342	豐富
H4343	抹比拿
H4344	末巴奈
H4345	柵
H4346	棉被
H4347	打擊
H4348	燃燒
H4349	固定物
H4350	座
H4351	起源
H4352	瑪基
H4353	瑪吉
H4354	瑪吉人
H4355	跌落
H4356	圍欄
H4357	完成
H4358	完美
H4359	完美
H4360	完全的
H4361	滋養
H4362	財寶
H4363	密抹
H4364	網
H4365	魚網
H4366	密米他
H4367	瑪拿底拜
H4368	米哥拿
H4369	地基
H4370	褲子
H4371	估定的
H4372	蓋
H4373	計算
H4374	遮蓋
H4375	麥比拉
H4376	賣
H4377	貨物
H4378	相識的
H4379	坑
H4380	刺傷
H4381	米基立
H4382	米基拉人
H4383	絆腳石
H4384	絆腳石
H4385	寫出來的
H4386	碎片
H4387	雕刻
H4388	臼
H4389	瑪革提施
H4390	充滿
H4391	充滿
H4392	盛滿
H4393	充滿
H4394	實踐
H4395	完成任務
H4396	充實
H4397	派遣
H4398	天使
H4399	工作代理
H4400	任務
H4401	瑪拉基
H4402	豐滿的雙頰
H4403	衣裳
H4404	磚窯
H4405	言語
H4406	話語
H4407	米羅
H4408	海草
H4409	瑪鹿
H4410	統治
H4411	住宿處
H4412	茅屋
H4413	瑪羅提
H4414	磨碎
H4415	食鹽
H4416	鹽
H4417	粉狀
H4418	碎布
H4419	水手
H4420	加鹽的
H4421	打仗
H4422	平穩的
H4423	水泥
H4424	米拉提
H4425	麥穗
H4426	格言
H4427	作王統治
H4428	王
H4429	米勒
H4430	王
H4431	勸告
H4432	摩洛
H4433	王后
H4434	羅網
H4435	密迦
H4436	王后
H4437	國
H4438	統治
H4439	瑪結
H4440	瑪結人
H4441	瑪基雅
H4442	麥基洗德
H4443	瑪基蘭
H4444	麥基舒亞
H4445	米勒公
H4446	女王
H4447	哈摩利吉
H4448	說出
H4449	說話
H4450	米拉萊
H4451	趕牛的刺棍
H4452	平順
H4453	司膳的人
H4454	破壞一關節
H4455	牙床
H4456	春雨
H4457	鑷子
H4458	衣服
H4459	臼齒
H4460	穀倉
H4461	度量
H4462	米母干
H4463	致命的疾病
H4464	混血兒
H4465	貨物
H4466	售賣
H4467	統治權
H4468	國
H4469	調和
H4470	悲傷
H4471	幔利
H4472	苦惱
H4473	伸開
H4474	統治者
H4475	統治
H4476	持有
H4477	甘甜
H4478	甚麼
H4479	誰
H4480	從
H4481	照著
H4482	絲絃樂器
H4483	計算
H4484	彌尼
H4485	諷刺詩歌
H4486	智慧
H4487	量出
H4488	彌拿
H4489	算出來
H4490	算出來
H4491	趕
H4492	槽
H4493	擺動的
H4494	安歇
H4495	瑪挪亞
H4496	休息
H4497	繼續的人
H4498	安全的地方
H4499	安全的地方
H4500	軛
H4501	吊燈
H4502	首領
H4503	捐贈
H4504	祭物
H4505	米拿現
H4506	瑪拿轄
H4507	分配者
H4508	米尼
H4509	米拿民
H4510	計數
H4511	米匿
H4512	完成
H4513	阻止得利
H4514	門閂
H4515	門閂
H4516	美食
H4517	一種樂器
H4518	獻祭的盆
H4519	瑪拿西
H4520	瑪拿西人
H4521	分配
H4522	重擔
H4523	昏暈的
H4524	會議室
H4525	牢繫者
H4526	圍合起來
H4527	根基
H4528	柱廊
H4529	消滅
H4530	豐富
H4531	試驗
H4532	瑪撒
H4533	面紗
H4534	籬笆
H4535	警戒線
H4536	交易
H4537	調和
H4538	攙雜
H4539	遮掩
H4540	覆蓋物
H4541	傾注
H4542	貧窮的
H4543	倉庫
H4544	困乏
H4545	伸展
H4546	大道
H4547	大道
H4548	木栓
H4549	液化
H4550	離開
H4551	標槍
H4552	欄杆
H4553	哀哭
H4554	秣料
H4555	帕子
H4556	鱗狀外皮
H4557	數目
H4558	米斯拔
H4559	米斯毗列
H4560	隔離
H4561	勸告
H4562	禁止
H4563	避難所
H4564	遮蔽處
H4565	隱密處
H4566	行為
H4567	行為
H4568	緊結的
H4569	渡口
H4570	途徑
H4571	搖動
H4572	瑪玳
H4573	瑪底雅
H4574	美味
H4575	束縛
H4576	鋤
H4577	腸
H4578	內臟
H4579	腹
H4580	餅
H4581	設防處
H4582	瑪俄
H4583	居所
H4584	瑪雲
H4585	洞穴
H4586	米烏寧
H4587	憫挪太
H4588	黑暗
H4589	赤裸
H4590	瑪西亞
H4591	減少
H4592	一點
H4593	弄薄的
H4594	外衣
H4595	外衣
H4596	一堆廢物
H4597	瑪艾
H4598	外袍
H4599	泉源
H4600	擠壓
H4601	瑪迦
H4602	瑪迦人
H4603	掩藏
H4604	悄悄
H4605	上面部分
H4606	落
H4607	舉起
H4608	高地
H4609	高地
H4610	亞克拉濱
H4611	行為
H4612	地位
H4613	立足點
H4614	重荷
H4615	深
H4616	注意
H4617	應對
H4618	凹陷
H4619	瑪斯
H4620	痛苦
H4621	斧
H4622	阻礙
H4623	控制
H4624	欄杆
H4625	彎曲
H4626	赤裸處
H4627	貿易
H4628	西邊
H4629	空地
H4630	空地
H4631	掩蓋的
H4632	米亞拉
H4633	處理
H4634	排列
H4635	排列
H4636	赤裸的
H4637	猛烈
H4638	瑪臘
H4639	行為
H4640	瑪賽
H4641	瑪西雅
H4642	欺壓
H4643	十分之一的
H4644	摩弗
H4645	攻擊的目標
H4646	呼出
H4647	鎔爐的風箱
H4648	米非波設
H4649	母平
H4650	破碎者
H4651	掉落
H4652	奇蹟
H4653	分類
H4654	落下
H4655	逃脫
H4656	令人恐佈的事物
H4657	平衡
H4658	落
H4659	實行
H4660	打成碎片
H4661	突擊者
H4662	指派
H4663	哈米弗甲
H4664	海岸的缺口
H4665	折斷
H4666	擴張
H4667	跨立
H4668	開啓者
H4669	孔
H4670	支撐架
H4671	糠
H4672	向前來
H4673	固定的地方
H4674	營房
H4675	防衛
H4676	站立的東西
H4677	米瑣八
H4678	固定住的
H4679	堡壘
H4680	吸出
H4681	摩撒
H4682	甜的
H4683	爭論
H4684	馬嘶聲
H4685	網
H4686	網羅
H4687	命令
H4688	深處
H4689	窄地
H4690	窄
H4691	狹窄
H4692	包圍在內
H4693	埃及
H4694	包圍在內
H4695	爭論
H4696	清亮
H4697	護身薄片
H4698	小鈴
H4699	蔭
H4700	雙鈴鐺
H4701	冠冕
H4702	榻
H4703	腳步
H4704	小小
H4705	細小的
H4706	米薩
H4707	瞭望臺
H4708	米斯巴
H4709	米斯巴
H4710	隱祕的
H4711	吸
H4712	緊的
H4713	埃及
H4714	埃及
H4715	坩堝
H4716	溶化
H4717	打穿
H4718	穿孔
H4719	瑪基大
H4720	宮殿
H4721	集會
H4722	瑪古希錄
H4723	指望
H4724	聚集
H4725	站住
H4726	挖掘
