1	G70971	Βίβλος
65501	G71157	Δαυὶδ
65502	G73627	ὅτι
65503	G72518	καὶ
65504	G74910	ἐτελεύτησεν
65505	G72518	καὶ
65506	G72275	ἐτάφη
65507	G72518	καὶ
65508	G73459	τὸ
65509	G73292	μνῆμα
65510	G70838	αὐτοῦ
65511	G71503	ἔστιν
65512	G71713	ἐν
65513	G71476	ἡμῖν
65514	G70885	ἄχρι
65515	G73459	τῆς
65516	G72238	ἡμέρας
65517	G73651	ταύτης
65518	G74262	προφήτης
65519	G73640	οὖν
65520	G75070	ὑπάρχων
65521	G72518	καὶ
65522	G73583	εἰδὼς
65523	G73627	ὅτι
65524	G73601	ὅρκῳ
65525	G73535	ὤμοσεν
65526	G70838	αὐτῷ
65527	G73459	ὁ
65528	G72301	θεὸς
65529	G71527	ἐκ
65530	G72573	καρποῦ
65531	G73459	τῆς
65532	G73624	ὀσφύος
65533	G70838	αὐτοῦ
65534	G72508	καθίσαι
65535	G71902	ἐπὶ
65536	G73459	τὸν
65537	G72347	θρόνον
65538	G70838	αὐτοῦ
65539	G74175	προϊδὼν
65540	G72968	ἐλάλησεν
65541	G73883	περὶ
65542	G73459	τῆς
65543	G70389	ἀναστάσεως
65544	G73459	τοῦ
65545	G75388	χριστοῦ
65546	G73627	ὅτι
65547	G73650	οὔτε
65548	G71461	ἐγκατελείφθη
65549	G71511	εἰς
65550	G70087	ᾅδην
65551	G73650	οὔτε
65552	G73459	ἡ
65553	G74424	σὰρξ
65554	G70838	αὐτοῦ
65555	G73583	εἶδεν
65556	G71308	διαφθοράν
65557	G73651	τοῦτον
65558	G73459	τὸν
65559	G72409	Ἰησοῦν
65560	G70452	ἀνέστησεν
65561	G73459	ὁ
65562	G72301	θεός
65563	G73613	οὗ
65564	G73827	πάντες
65565	G71476	ἡμεῖς
65566	G71503	ἐσμεν
65567	G73132	μάρτυρες
65568	G73459	τῇ
65569	G71185	δεξιᾷ
65570	G73640	οὖν
65571	G73459	τοῦ
65572	G72301	θεοῦ
65573	G75159	ὑψωθεὶς
65574	G73459	τήν
65575	G74894	τε
65576	G71853	ἐπαγγελίαν
65577	G73459	τοῦ
65578	G74021	πνεύματος
65579	G73459	τοῦ
65580	G70041	ἁγίου
65581	G72970	λαβὼν
65582	G73715	παρὰ
65583	G73459	τοῦ
65584	G73833	πατρὸς
65585	G71625	ἐξέχεεν
65586	G73651	τοῦτο
65587	G73613	ὃ
65588	G74631	ὑμεῖς
65589	G70986	βλέπετε
65590	G72518	καὶ
65591	G70190	ἀκούετε
65592	G73628	οὐ
65593	G71060	γὰρ
65594	G71157	Δαυὶδ
65595	G70309	ἀνέβη
65596	G71511	εἰς
65597	G73459	τοὺς
65598	G73645	οὐρανούς
65599	G72989	λέγει
65600	G71158	δὲ
65601	G70838	αὐτός
65602	G72989	Εἶπεν
65603	G73459	ὁ
65604	G72949	κύριος
65605	G73459	τῷ
65606	G72949	κυρίῳ
65607	G71476	μου
65608	G72506	Κάθου
65609	G71527	ἐκ
65610	G71185	δεξιῶν
65611	G71476	μου
65612	G72183	ἕως
65613	G70306	ἂν
65614	G74944	θῶ
65615	G73459	τοὺς
65616	G72180	ἐχθρούς
65617	G74631	σου
65618	G75133	ὑποπόδιον
65619	G73459	τῶν
65620	G74098	ποδῶν
65621	G74631	σου
65622	G70798	ἀσφαλῶς
65623	G73640	οὖν
65624	G71094	γινωσκέτω
65625	G73827	πᾶς
65626	G73496	οἶκος
65627	G72455	Ἰσραὴλ
65628	G73627	ὅτι
65629	G72518	καὶ
65630	G72949	κύριον
65631	G70838	αὐτὸν
65632	G72518	καὶ
65633	G75388	χριστὸν
65634	G74030	ἐποίησεν
65635	G73459	ὁ
65636	G72301	θεός
65637	G73651	τοῦτον
65638	G73459	τὸν
65639	G72409	Ἰησοῦν
65640	G73613	ὃν
65641	G74631	ὑμεῖς
65642	G74577	ἐσταυρώσατε
65643	G70190	Ἀκούσαντες
65644	G71158	δὲ
65645	G72642	κατενύγησαν
65646	G73459	τὴν
65647	G72571	καρδίαν
65648	G72989	εἶπόν
65649	G74894	τε
65650	G74182	πρὸς
65651	G73459	τὸν
65652	G73946	Πέτρον
65653	G72518	καὶ
65654	G73459	τοὺς
65655	G73049	λοιποὺς
65656	G70645	ἀποστόλους
65657	G74958	Τί
65658	G74030	ποιήσωμεν
65659	G70439	ἄνδρες
65660	G70081	ἀδελφοί
65661	G73946	Πέτρος
65662	G71158	δὲ
65663	G74182	πρὸς
65664	G70838	αὐτούς
65665	G73222	Μετανοήσατε
65666	G72518	καὶ
65667	G70903	βαπτισθήτω
65668	G71528	ἕκαστος
65669	G74631	ὑμῶν
65670	G71902	ἐπὶ
65671	G73459	τῷ
65672	G73561	ὀνόματι
65673	G72409	Ἰησοῦ
65674	G75388	Χριστοῦ
65675	G71511	εἰς
65676	G70851	ἄφεσιν
65677	G73459	τῶν
65678	G70268	ἁμαρτιῶν
65679	G74631	ὑμῶν
65680	G72518	καὶ
65681	G72970	λήμψεσθε
65682	G73459	τὴν
65683	G71432	δωρεὰν
65684	G73459	τοῦ
65685	G70041	ἁγίου
65686	G74021	πνεύματος
65687	G74631	ὑμῖν
65688	G71060	γάρ
65689	G71503	ἐστιν
65690	G73459	ἡ
65691	G71853	ἐπαγγελία
65692	G72518	καὶ
65693	G73459	τοῖς
65694	G74900	τέκνοις
65695	G74631	ὑμῶν
65696	G72518	καὶ
65697	G73827	πᾶσι
65698	G73459	τοῖς
65699	G71511	εἰς
65700	G73104	μακρὰν
65701	G73619	ὅσους
65702	G70306	ἂν
65703	G74208	προσκαλέσηται
65704	G72949	κύριος
65705	G73459	ὁ
65706	G72301	θεὸς
65707	G71476	ἡμῶν
65708	G72074	ἑτέροις
65709	G74894	τε
65710	G73043	λόγοις
65711	G74054	πλείοσιν
65712	G71260	διεμαρτύρατο
65713	G72518	καὶ
65714	G73740	παρεκάλει
65715	G70838	αὐτοὺς
65716	G72989	λέγων
65717	G74844	Σώθητε
65718	G70571	ἀπὸ
65719	G73459	τῆς
65720	G71071	γενεᾶς
65721	G73459	τῆς
65722	G74509	σκολιᾶς
65723	G73651	ταύτης
65724	G73459	οἱ
65725	G73183	μὲν
65726	G73640	οὖν
65727	G70584	ἀποδεξάμενοι
65728	G73459	τὸν
65729	G73043	λόγον
65730	G70838	αὐτοῦ
65731	G70903	ἐβαπτίσθησαν
65732	G72518	καὶ
65733	G74237	προσετέθησαν
65734	G71713	ἐν
65735	G73459	τῇ
65736	G72238	ἡμέρᾳ
65737	G71555	ἐκείνῃ
65738	G75432	ψυχαὶ
65739	G75455	ὡσεὶ
65740	G75003	τρισχίλιαι
65741	G71503	ἦσαν
65742	G71158	δὲ
65743	G74209	προσκαρτεροῦντες
65744	G73459	τῇ
65745	G71319	διδαχῇ
65746	G73459	τῶν
65747	G70645	ἀποστόλων
65748	G72518	καὶ
65749	G73459	τῇ
65750	G72827	κοινωνίᾳ
65751	G73459	τῇ
65752	G72785	κλάσει
65753	G73459	τοῦ
65754	G70733	ἄρτου
65755	G72518	καὶ
65756	G73459	ταῖς
65757	G74202	προσευχαῖς
65758	G71093	Ἐγίνετο
65759	G71158	δὲ
65760	G73827	πάσῃ
65761	G75432	ψυχῇ
65762	G75246	φόβος
65763	G74054	πολλά
65764	G74894	τε
65765	G74916	τέρατα
65766	G72518	καὶ
65767	G74453	σημεῖα
65768	G71219	διὰ
65769	G73459	τῶν
65770	G70645	ἀποστόλων
65771	G71093	ἐγίνετο
65772	G73827	πάντες
65773	G71158	δὲ
65774	G73459	οἱ
65775	G73973	πιστεύοντες
65776	G71503	ἦσαν
65777	G71902	ἐπὶ
65778	G73459	τὸ
65779	G70838	αὐτὸ
65780	G72518	καὶ
65781	G72182	εἶχον
65782	G70537	ἅπαντα
65783	G72824	κοινά
65784	G72518	καὶ
65785	G73459	τὰ
65786	G72919	κτήματα
65787	G72518	καὶ
65788	G73459	τὰς
65789	G75069	ὑπάρξεις
65790	G73970	ἐπίπρασκον
65791	G72518	καὶ
65792	G71263	διεμέριζον
65793	G70838	αὐτὰ
65794	G73827	πᾶσιν
65795	G72515	καθότι
65796	G70306	ἄν
65797	G74957	τις
65798	G75373	χρείαν
65799	G72182	εἶχεν
65800	G72579	καθ’
65801	G72238	ἡμέραν
65802	G74894	τε
65803	G74209	προσκαρτεροῦντες
65804	G73536	ὁμοθυμαδὸν
65805	G71713	ἐν
65806	G73459	τῷ
65807	G72398	ἱερῷ
65808	G72790	κλῶντές
65809	G74894	τε
65810	G72579	κατ’
65811	G73496	οἶκον
65812	G70733	ἄρτον
65813	G73217	μετελάμβανον
65814	G75011	τροφῆς
65815	G71713	ἐν
65816	G70020	ἀγαλλιάσει
65817	G72518	καὶ
65818	G70850	ἀφελότητι
65819	G72571	καρδίας
65820	G70136	αἰνοῦντες
65821	G73459	τὸν
65822	G72301	θεὸν
65823	G72518	καὶ
65824	G72182	ἔχοντες
65825	G75329	χάριν
65826	G74182	πρὸς
65827	G73524	ὅλον
65828	G73459	τὸν
65829	G72981	λαόν
65830	G73459	ὁ
65831	G71158	δὲ
65832	G72949	κύριος
65833	G74237	προσετίθει
65834	G73459	τοὺς
65835	G74844	σῳζομένους
65836	G72579	καθ’
65837	G72238	ἡμέραν
65838	G71902	ἐπὶ
65839	G73459	τὸ
65840	G70838	αὐτό
65841	G73946	Πέτρος
65842	G71158	δὲ
65843	G72518	καὶ
65844	G72473	Ἰωάννης
65845	G70309	ἀνέβαινον
65846	G71511	εἰς
65847	G73459	τὸ
65848	G72398	ἱερὸν
65849	G71902	ἐπὶ
65850	G73459	τὴν
65851	G75449	ὥραν
65852	G73459	τῆς
65853	G74202	προσευχῆς
65854	G73459	τὴν
65855	G71720	ἐνάτην
65856	G72518	καί
65857	G74957	τις
65858	G70439	ἀνὴρ
65859	G75402	χωλὸς
65860	G71527	ἐκ
65861	G72821	κοιλίας
65862	G73263	μητρὸς
65863	G70838	αὐτοῦ
65864	G75070	ὑπάρχων
65865	G70936	ἐβαστάζετο
65866	G73613	ὃν
65867	G74944	ἐτίθουν
65868	G72579	καθ’
65869	G72238	ἡμέραν
65870	G74182	πρὸς
65871	G73459	τὴν
65872	G72359	θύραν
65873	G73459	τοῦ
65874	G72398	ἱεροῦ
65875	G73459	τὴν
65876	G72989	λεγομένην
65877	G75450	Ὡραίαν
65878	G73459	τοῦ
65879	G70155	αἰτεῖν
65880	G71647	ἐλεημοσύνην
65881	G73715	παρὰ
65882	G73459	τῶν
65883	G71521	εἰσπορευομένων
65884	G71511	εἰς
65885	G73459	τὸ
65886	G72398	ἱερόν
65887	G73613	ὃς
65888	G73583	ἰδὼν
65889	G73946	Πέτρον
65890	G72518	καὶ
65891	G72473	Ἰωάννην
65892	G73176	μέλλοντας
65893	G71516	εἰσιέναι
65894	G71511	εἰς
65895	G73459	τὸ
65896	G72398	ἱερὸν
65897	G72057	ἠρώτα
65898	G71647	ἐλεημοσύνην
65899	G72970	λαβεῖν
65900	G70808	ἀτενίσας
65901	G71158	δὲ
65902	G73946	Πέτρος
65903	G71511	εἰς
65904	G70838	αὐτὸν
65905	G74723	σὺν
65906	G73459	τῷ
65907	G72473	Ἰωάννῃ
65908	G72989	εἶπεν
65909	G70986	Βλέψον
65910	G71511	εἰς
65911	G71476	ἡμᾶς
65912	G73459	ὁ
65913	G71158	δὲ
65914	G71900	ἐπεῖχεν
65915	G70838	αὐτοῖς
65916	G74197	προσδοκῶν
65917	G74957	τι
65918	G73715	παρ’
65919	G70838	αὐτῶν
65920	G72970	λαβεῖν
65921	G72989	εἶπεν
65922	G71158	δὲ
65923	G73946	Πέτρος
65924	G70686	Ἀργύριον
65925	G72518	καὶ
65926	G75394	χρυσίον
65927	G73628	οὐχ
65928	G75070	ὑπάρχει
65929	G71476	μοι
65930	G73613	ὃ
65931	G71158	δὲ
65932	G72182	ἔχω
65933	G73651	τοῦτό
65934	G74631	σοι
65935	G71322	δίδωμι
65936	G71713	ἐν
65937	G73459	τῷ
65938	G73561	ὀνόματι
65939	G72409	Ἰησοῦ
65940	G75388	Χριστοῦ
65941	G73459	τοῦ
65942	G73354	Ναζωραίου
65943	G73915	περιπάτει
65944	G72518	καὶ
65945	G73956	πιάσας
65946	G70838	αὐτὸν
65947	G73459	τῆς
65948	G71185	δεξιᾶς
65949	G75339	χειρὸς
65950	G71454	ἤγειρεν
65951	G70838	αὐτόν
65952	G73785	παραχρῆμα
65953	G71158	δὲ
65954	G74592	ἐστερεώθησαν
65955	G73459	αἱ
65956	G70934	βάσεις
65957	G70838	αὐτοῦ
65958	G72518	καὶ
65959	G73459	τὰ
65960	G74836	σφυδρά
65961	G72518	καὶ
65962	G71807	ἐξαλλόμενος
65963	G72458	ἔστη
65964	G72518	καὶ
65965	G73915	περιεπάτει
65966	G72518	καὶ
65967	G71517	εἰσῆλθεν
65968	G74723	σὺν
65969	G70838	αὐτοῖς
65970	G71511	εἰς
65971	G73459	τὸ
65972	G72398	ἱερὸν
65973	G73915	περιπατῶν
65974	G72518	καὶ
65975	G70244	ἁλλόμενος
65976	G72518	καὶ
65977	G70136	αἰνῶν
65978	G73459	τὸν
65979	G72301	θεόν
65980	G72518	καὶ
65981	G73583	εἶδεν
65982	G73827	πᾶς
65983	G73459	ὁ
65984	G72981	λαὸς
65985	G70838	αὐτὸν
65986	G73915	περιπατοῦντα
65987	G72518	καὶ
65988	G70136	αἰνοῦντα
65989	G73459	τὸν
65990	G72301	θεόν
65991	G71913	ἐπεγίνωσκον
65992	G71158	δὲ
65993	G70838	αὐτὸν
65994	G73627	ὅτι
65995	G73651	οὗτος
65996	G71503	ἦν
65997	G73459	ὁ
65998	G74182	πρὸς
65999	G73459	τὴν
66000	G71647	ἐλεημοσύνην
66001	G72506	καθήμενος
66002	G71902	ἐπὶ
66003	G73459	τῇ
66004	G75450	Ὡραίᾳ
66005	G74306	Πύλῃ
66006	G73459	τοῦ
66007	G72398	ἱεροῦ
66008	G72518	καὶ
66009	G73964	ἐπλήσθησαν
66010	G72270	θάμβους
66011	G72518	καὶ
66012	G71604	ἐκστάσεως
66013	G71902	ἐπὶ
66014	G73459	τῷ
66015	G74679	συμβεβηκότι
66016	G70838	αὐτῷ
66017	G72888	Κρατοῦντος
66018	G71158	δὲ
66019	G70838	αὐτοῦ
66020	G73459	τὸν
66021	G73946	Πέτρον
66022	G72518	καὶ
66023	G73459	τὸν
66024	G72473	Ἰωάννην
66025	G74799	συνέδραμεν
66026	G73827	πᾶς
66027	G73459	ὁ
66028	G72981	λαὸς
66029	G74182	πρὸς
66030	G70838	αὐτοὺς
66031	G71902	ἐπὶ
66032	G73459	τῇ
66033	G74606	στοᾷ
66034	G73459	τῇ
66035	G72549	καλουμένῃ
66036	G74534	Σολομῶντος
66037	G71560	ἔκθαμβοι
66038	G73583	ἰδὼν
66039	G71158	δὲ
66040	G73459	ὁ
66041	G73946	Πέτρος
66042	G70607	ἀπεκρίνατο
66043	G74182	πρὸς
66044	G73459	τὸν
66045	G72981	λαόν
66046	G70439	Ἄνδρες
66047	G72456	Ἰσραηλῖται
66048	G74958	τί
66049	G72281	θαυμάζετε
66050	G71902	ἐπὶ
66051	G73651	τούτῳ
66052	G72219	ἢ
66053	G71476	ἡμῖν
66054	G74958	τί
66055	G70808	ἀτενίζετε
66056	G75452	ὡς
66057	G72382	ἰδίᾳ
66058	G71411	δυνάμει
66059	G72219	ἢ
66060	G72139	εὐσεβείᾳ
66061	G74030	πεποιηκόσιν
66062	G73459	τοῦ
66063	G73915	περιπατεῖν
66064	G70838	αὐτόν
66065	G73459	ὁ
66066	G72301	θεὸς
66067	G70010	Ἀβραὰμ
66068	G72518	καὶ
66069	G72447	Ἰσαὰκ
66070	G72518	καὶ
66071	G72369	Ἰακώβ
66072	G73459	ὁ
66073	G72301	θεὸς
66074	G73459	τῶν
66075	G73833	πατέρων
66076	G71476	ἡμῶν
66077	G71393	ἐδόξασεν
66078	G73459	τὸν
66079	G73689	παῖδα
66080	G70838	αὐτοῦ
66081	G72409	Ἰησοῦν
66082	G73613	ὃν
66083	G74631	ὑμεῖς
66084	G73183	μὲν
66085	G73730	παρεδώκατε
66086	G72518	καὶ
66087	G70713	ἠρνήσασθε
66088	G72579	κατὰ
66089	G74251	πρόσωπον
66090	G73963	Πιλάτου
66091	G72904	κρίναντος
66092	G71555	ἐκείνου
66093	G70625	ἀπολύειν
66094	G74631	ὑμεῖς
66095	G71158	δὲ
66096	G73459	τὸν
66097	G70041	ἅγιον
66098	G72518	καὶ
66099	G71340	δίκαιον
66100	G70713	ἠρνήσασθε
66101	G72518	καὶ
66102	G70155	ᾐτήσασθε
66103	G70439	ἄνδρα
66104	G75251	φονέα
66105	G75327	χαρισθῆναι
66106	G74631	ὑμῖν
66107	G73459	τὸν
66108	G71158	δὲ
66109	G70740	ἀρχηγὸν
66110	G73459	τῆς
66111	G72213	ζωῆς
66112	G70611	ἀπεκτείνατε
66113	G73613	ὃν
66114	G73459	ὁ
66115	G72301	θεὸς
66116	G71454	ἤγειρεν
66117	G71527	ἐκ
66118	G73372	νεκρῶν
66119	G73613	οὗ
66120	G71476	ἡμεῖς
66121	G73132	μάρτυρές
66122	G71503	ἐσμεν
66123	G72518	καὶ
66124	G71902	ἐπὶ
66125	G73459	τῇ
66126	G73975	πίστει
66127	G73459	τοῦ
66128	G73561	ὀνόματος
66129	G70838	αὐτοῦ
66130	G73651	τοῦτον
66131	G73613	ὃν
66132	G72319	θεωρεῖτε
66133	G72518	καὶ
66134	G73479	οἴδατε
66135	G74592	ἐστερέωσεν
66136	G73459	τὸ
66137	G73561	ὄνομα
66138	G70838	αὐτοῦ
66139	G72518	καὶ
66140	G73459	ἡ
66141	G73975	πίστις
66142	G73459	ἡ
66143	G71219	δι’
66144	G70838	αὐτοῦ
66145	G71322	ἔδωκεν
66146	G70838	αὐτῷ
66147	G73459	τὴν
66148	G73521	ὁλοκληρίαν
66149	G73651	ταύτην
66150	G70559	ἀπέναντι
66151	G73827	πάντων
66152	G74631	ὑμῶν
66153	G72518	Καὶ
66154	G73440	νῦν
66155	G70081	ἀδελφοί
66156	G73479	οἶδα
66157	G73627	ὅτι
66158	G72579	κατὰ
66159	G70053	ἄγνοιαν
66160	G74106	ἐπράξατε
66161	G75457	ὥσπερ
66162	G72518	καὶ
66163	G73459	οἱ
66164	G70750	ἄρχοντες
66165	G74631	ὑμῶν
66166	G73459	ὁ
66167	G71158	δὲ
66168	G72301	θεὸς
66169	G73613	ἃ
66170	G74160	προκατήγγειλεν
66171	G71219	διὰ
66172	G74612	στόματος
66173	G73827	πάντων
66174	G73459	τῶν
66175	G74262	προφητῶν
66176	G73829	παθεῖν
66177	G73459	τὸν
66178	G75388	χριστὸν
66179	G70838	αὐτοῦ
66180	G74007	ἐπλήρωσεν
66181	G73652	οὕτως
66182	G73222	μετανοήσατε
66183	G73640	οὖν
66184	G72518	καὶ
66185	G71989	ἐπιστρέψατε
66186	G74182	πρὸς
66187	G73459	τὸ
66188	G71806	ἐξαλειφθῆναι
66189	G74631	ὑμῶν
66190	G73459	τὰς
66191	G70268	ἁμαρτίας
66192	G73579	ὅπως
66193	G70306	ἂν
66194	G72056	ἔλθωσιν
66195	G72525	καιροὶ
66196	G70406	ἀναψύξεως
66197	G70571	ἀπὸ
66198	G74251	προσώπου
66199	G73459	τοῦ
66200	G72949	κυρίου
66201	G72518	καὶ
66202	G70642	ἀποστείλῃ
66203	G73459	τὸν
66204	G74266	προκεχειρισμένον
66205	G74631	ὑμῖν
66206	G75388	χριστὸν
66207	G72409	Ἰησοῦν
66208	G73613	ὃν
66209	G71207	δεῖ
66210	G73645	οὐρανὸν
66211	G73183	μὲν
66212	G71206	δέξασθαι
66213	G70885	ἄχρι
66214	G75391	χρόνων
66215	G70601	ἀποκαταστάσεως
66216	G73827	πάντων
66217	G73613	ὧν
66218	G72968	ἐλάλησεν
66219	G73459	ὁ
66220	G72301	θεὸς
66221	G71219	διὰ
66222	G74612	στόματος
66223	G73459	τῶν
66224	G70041	ἁγίων
66225	G70571	ἀπ’
66226	G70166	αἰῶνος
66227	G70838	αὐτοῦ
66228	G74262	προφητῶν
66229	G73347	Μωϋσῆς
66230	G73183	μὲν
66231	G72989	εἶπεν
66232	G73627	ὅτι
66233	G74262	Προφήτην
66234	G74631	ὑμῖν
66235	G70452	ἀναστήσει
66236	G72949	κύριος
66237	G73459	ὁ
66238	G72301	θεὸς
66239	G71527	ἐκ
66240	G73459	τῶν
66241	G70081	ἀδελφῶν
66242	G74631	ὑμῶν
66243	G75452	ὡς
66244	G71476	ἐμέ
66245	G70838	αὐτοῦ
66246	G70190	ἀκούσεσθε
66247	G72579	κατὰ
66248	G73827	πάντα
66249	G73619	ὅσα
66250	G70306	ἂν
66251	G72968	λαλήσῃ
66252	G74182	πρὸς
66253	G74631	ὑμᾶς
66254	G71503	ἔσται
66255	G71158	δὲ
66256	G73827	πᾶσα
66257	G75432	ψυχὴ
66258	G73621	ἥτις
66259	G70306	ἂν
66260	G73244	μὴ
66261	G70190	ἀκούσῃ
66262	G73459	τοῦ
66263	G74262	προφήτου
66264	G71555	ἐκείνου
66265	G71834	ἐξολεθρευθήσεται
66266	G71527	ἐκ
66267	G73459	τοῦ
66268	G72981	λαοῦ
66269	G72518	καὶ
66270	G73827	πάντες
66271	G71158	δὲ
66272	G73459	οἱ
66273	G74262	προφῆται
66274	G70571	ἀπὸ
66275	G74409	Σαμουὴλ
66276	G72518	καὶ
66277	G73459	τῶν
66278	G72502	καθεξῆς
66279	G73619	ὅσοι
66280	G72968	ἐλάλησαν
66281	G72518	καὶ
66282	G72588	κατήγγειλαν
66283	G73459	τὰς
66284	G72238	ἡμέρας
66285	G73651	ταύτας
66286	G74631	ὑμεῖς
66287	G71503	ἐστε
66288	G73459	οἱ
66289	G75057	υἱοὶ
66290	G73459	τῶν
66291	G74262	προφητῶν
66292	G72518	καὶ
66293	G73459	τῆς
66294	G71238	διαθήκης
66295	G73613	ἧς
66296	G71299	διέθετο
66297	G73459	ὁ
66298	G72301	θεὸς
66299	G74182	πρὸς
